yourlist:M20201204A94466D2655679D1FD8953E075198DA81C43253	Entry
DDX39B	A0A286SD68
DDX39B	F6QYI9
DDX39B	F6R6M7
DDX39B	F6S2B7
DDX39B	F6S4E6
DDX39B	F6SXL5
DDX39B	F6TRA5
DDX39B	F6U6E2
DDX39B	F6UJC5
DDX39B	F6WLT2
DDX39B	H0Y400
DDX39B	H0YCC6
DDX39B	Q13838
DDX39B	Q5STU3
DGKB	B5MBY2
DGKB	B5MCD5
DGKB	B7ZL83
DGKB	C9JA18
DGKB	Q9Y6T7
DHCR24	A0A0A0MTI1
DHCR24	A0A3B3IRV7
DHCR24	A0A3B3ISR5
DHCR24	A0A3B3IT58
DHCR24	A0A3B3ITT9
DHCR24	Q15392
DLD	A0A024R713
DLD	A0A1W2PR83
DLD	E9PEX6
DLD	F2Z2E3
DLD	F8WDM5
DLD	F8WDY5
DLD	P09622
DLST	A0A024R6C9
DLST	B7ZAZ8
DLST	G3V3F0
DLST	G3V498
DLST	G3V5L9
DLST	G3V5M3
DLST	H0YJF9
DLST	P36957
DLST	Q6IBS5
DLST	Q86SW4
DLST	Q86TQ8
DLST	Q86TW7
DNM2	A0A024R7C9
DNM2	K7EMQ3
DNM2	K7EMR9
DNM2	K7ENE7
DNM2	K7EPK9
DNM2	P50570
DNM2	Q9UPH5
DNMBP	A0A1B0GTX1
DNMBP	A0A1C7CYY6
DNMBP	A0A2X0U4N6
DNMBP	Q6XZF7
DNMT3B	A0A2Z2CIT2
DNMT3B	Q2PJS8
DNMT3B	Q9UBC3
DOPEY2	Q9Y3R5
DPH6	H0YND7
DPH6	H0YNH5
DPH6	Q7L8W6
DPYS	E5RG28
DPYS	H0YEV7
DPYS	Q14117
DRD4	A4LB49
DRD4	A4LB54
DRD4	A4LB56
DRD4	A4LBB9
DRD4	F6K0T3
DRD4	F6K0T7
DRD4	F6K0T8
DRD4	F6K0T9
DRD4	F6K0U0
DRD4	G5CTX6
DRD4	G9HV62
DRD4	G9HV63
DRD4	G9HV64
DRD4	G9HV65
DRD4	K9MAQ3
DRD4	K9MAQ4
DRD4	K9MAQ5
DRD4	K9MAU6
DRD4	K9MAU8
DRD4	K9MAZ0
DRD4	K9MAZ1
DRD4	K9MB44
DRD4	K9MB45
DRD4	K9MB71
DRD4	K9MB72
DRD4	P21917
DRD4	Q0MTB8
DRD4	Q0MTB9
DRD4	Q76E76
DRD4	Q8IZB1
DRD4	Q8IZB2
DRD4	Q8IZB3
DRD4	Q8IZB4
DRD4	Q8IZB5
DRD4	Q8IZB6
DRD4	Q8IZB7
DRD4	Q8IZB8
DRD4	Q8IZB9
DRD4	Q8IZC0
DRD4	Q8WTQ0
DRD4	Q8WTQ5
DRD4	Q8WTR3
DRD4	Q8WTR5
DRD4	Q8WTR9
DRD4	Q8WTS5
DRD4	Q8WTS7
DRD4	Q8WTT3
DRD4	Q8WTT6
DRD4	Q8WTT7
DRD4	Q8WXL5
DRD4	Q8WXL6
DRD4	Q8WXL7
DRD4	Q8WXL8
DRD4	Q8WXL9
DRD4	Q8WXM0
DRD4	Q8WXM1
DRD4	Q8WXM3
DRD4	Q8WXM4
DRD4	Q8WXM5
DRD4	Q8WXM6
DRD4	Q8WXM7
DRD4	Q8WXM8
DRD4	Q8WXM9
DRD4	Q8WXN0
DRD4	Q8WXN1
DRD4	Q8WXN2
DRD4	Q8WXN3
DRD4	Q8WXN4
DRD4	Q8WXN5
DRD4	Q8WXN6
DRD4	Q8WXN7
DRD4	Q8WXN8
DRD4	Q8WXN9
DRD4	Q8WXP0
DRD4	Q8WXP1
DRD4	Q8WXP2
DRD4	Q8WXP3
DRD4	Q8WXP4
DRD4	Q8WXP5
DRD4	Q8WXP6
DRD4	Q8WXP7
DYRK1A	A0A2R8Y443
DYRK1A	A0A2R8Y6I6
DYRK1A	A0A2R8Y6L5
DYRK1A	A0A2R8YDF3
DYRK1A	A0A2R8YEY4
DYRK1A	E7EMI5
DYRK1A	N0GVR9
DYRK1A	Q13627
EBF3	H0Y3W9
EBF3	Q9H4W6
ECE1	A0A024RAB0
ECE1	A0A024RAB2
ECE1	A0A3B3ISF9
ECE1	A1PUP8
ECE1	B4DKB2
ECE1	E9PHZ1
ECE1	E9PJG1
ECE1	E9PN99
ECE1	P42892
EFNA5	A0A087X240
EFNA5	D6RDV5
EFNA5	L8E7B5
EFNA5	L8E8V0
EFNA5	P52803
EIF2AK2	B7ZKK7
EIF2AK2	C9JZT2
EIF2AK2	F8WBH4
EIF2AK2	P19525
EIF2AK2	Q05CP4
EIF2AK2	Q6PK38
EIF2AK2	Q8IW76
EIF4EBP1	Q13541
EPC2	C9J1X4
EPC2	E7ETK1
EPC2	E9PBA8
EPC2	H7C0K5
EPC2	Q52LR7
EPHA1	L8EAE3
EPHA1	P21709
EPHA4	A1MA61
EPHA4	C9JEM6
EPHA4	C9JFX5
EPHA4	C9JIX8
EPHA4	E9PG71
EPHA4	F5GZZ5
EPHA4	F8WBU0
EPHA4	H7C1N8
EPHA4	H7C2W7
EPHA4	P54764
EPHA4	Q53TA0
EPHA4	Q584H6
EPHA4	Q58F15
ESR1	A0A125SXV6
ESR1	A0A125SXV7
ESR1	A0A125SXV8
ESR1	A0A125SXV9
ESR1	A0A125SXW0
ESR1	A0A125SXW1
ESR1	A0A125SXW2
ESR1	A0A125SXW3
ESR1	A0A1W2PP92
ESR1	A0A3G1VCY8
ESR1	A0A4P8D7D1
ESR1	A0A679EM68
ESR1	B0QYW7
ESR1	B5LY05
ESR1	B5M0Y2
ESR1	B5TKC0
ESR1	B5TKC1
ESR1	B5TKC2
ESR1	B5TZ77
ESR1	B5TZ78
ESR1	B5TZ79
ESR1	B5TZ80
ESR1	B5TZ81
ESR1	B5TZ82
ESR1	B5TZ83
ESR1	B6DP71
ESR1	B6DP72
ESR1	B6DP73
ESR1	B6DP74
ESR1	B6DP75
ESR1	B6DU66
ESR1	B6DU67
ESR1	B6DU68
ESR1	B6DU69
ESR1	B6DU70
ESR1	C0L927
ESR1	C0LJA7
ESR1	C0LJA8
ESR1	C0LJA9
ESR1	C0LLI5
ESR1	C0LLI6
ESR1	C0LLI7
ESR1	C0LLI8
ESR1	C0LLI9
ESR1	C7FFR5
ESR1	C8CD01
ESR1	C8CJK8
ESR1	C8CJK9
ESR1	C8CJL0
ESR1	C8CJL1
ESR1	C8CJL2
ESR1	C8CJL3
ESR1	C8CJL4
ESR1	C8CJL5
ESR1	C8CJL6
ESR1	C9E0E9
ESR1	C9E0F0
ESR1	C9E0F1
ESR1	C9E0F2
ESR1	C9E0F3
ESR1	E3WH18
ESR1	E3WH19
ESR1	G4XH65
ESR1	H0Y4W6
ESR1	K4PX46
ESR1	K4PXX0
ESR1	K4Q331
ESR1	K7R989
ESR1	L8E8A8
ESR1	P03372
ESR1	Q0H8T6
ESR1	Q5T5H8
ESR1	Q9H1Z6
ESR1	Q9H2M1
ESR1	Q9H2M2
ESR1	Q9UE35
ESR2	A0A348FV91
ESR2	A0A348FV92
ESR2	A0A348FV93
ESR2	A0A348FV94
ESR2	A0A348FV95
ESR2	A0A348FV96
ESR2	A0A348FV97
ESR2	A0A348FV98
ESR2	A0A679EN27
ESR2	F1D8N3
ESR2	G3V5S2
ESR2	Q7LCB3
ESR2	Q92731
EXOC2	A0A024QZT2
EXOC2	Q2MDF5
EXOC2	Q96KP1
EXOC3L2	A0A1C7CYX0
EXOC3L2	Q2M3D2
F13A1	A0A2H0
F13A1	A6PVK5
F13A1	H0Y4W5
F13A1	H0Y796
F13A1	P00488
F13A1	Q9NQP5
F13A1	Q9NZ69
FAS	A0A087WTM9
FAS	E6Y7C3
FAS	E6Y7C4
FAS	F0UWG7
FAS	H7C5Z8
FAS	K9J972
FAS	P25445
FAS	P49327
FAS	Q9UET8
FAS	S5PSV7
FAS	S5PZ57
FCER1G	A6NCQ8
FCER1G	P30273
FDPS	A0A087WTP2
FDPS	A0A087WVN4
FDPS	A0A087X090
FDPS	A0A087X1D8
FDPS	L8EC92
FDPS	P14324
FERMT2	A0A0U1RRM8
FERMT2	G3V281
FERMT2	G3V379
FERMT2	G3V3J0
FERMT2	G3V5R2
FERMT2	H0YJ34
FERMT2	H0YJB6
FERMT2	Q96AC1
FGF1	B5MCF4
FGF1	C9JDC5
FGF1	C9JUP6
FGF1	D3DQF1
FGF1	L8ECL8
FGF1	P05230
FRMD4A	A0A0J9YWI3
FRMD4A	A0A0J9YXB2
FRMD4A	A0A0J9YYA7
FRMD4A	A0A1W2PQE7
FRMD4A	A0A3B3IRJ0
FRMD4A	A0A3B3IS86
FRMD4A	A0A3B3ISB3
FRMD4A	A0A3B3ISM0
FRMD4A	A0A3B3ISM9
FRMD4A	A0A3B3ISR1
FRMD4A	Q5T376
FRMD4A	Q9P2Q2
FRMD4A	S4R324
FRMD4A	S4R3Y6
FRMD6	G3V2L4
FRMD6	G3V517
FRMD6	H0YJ19
FRMD6	H0YJC1
FRMD6	Q96NE9
FSHR	A0A0G3FIY1
FSHR	A0A1D5RMN4
FSHR	A0A1S0QI99
FSHR	A0A1S0QIA5
FSHR	B4DXB5
FSHR	B6UV79
FSHR	B6UV80
FSHR	B6UV82
FSHR	C9JDA1
FSHR	F8WBM4
FSHR	P23945
FSHR	T2HV29
FTO	A0A1B0GTC3
FTO	A0A1B0GTC5
FTO	A0A1B0GTI3
FTO	A0A1B0GTY1
FTO	A0A1B0GTY5
FTO	A0A1B0GTZ8
FTO	A0A1B0GU26
FTO	A0A1B0GUC3
FTO	A0A1B0GUY7
FTO	A0A1B0GV98
FTO	A0A1B0GVH5
FTO	F8WCB8
FTO	Q9C0B1
FTO	X6R3I0
GAB2	E9PJ26
GAB2	E9PJE2
GAB2	Q9UQC2
GALP	Q9UBC7
GAPDH	E7EUT5
GAPDH	P04406
GAPDH	Q0QET7
GAPDHS	K7EMB2
GAPDHS	K7EP73
GAPDHS	O14556
GBP2	A0A348GSI7
GBP2	P32456
GBP2	Q8TCE5
GNA11	A0A087WVZ3
GNA11	K7EL62
GNA11	P29992
GNB3	A0A6Q8PF84
GNB3	E9PCP0
GNB3	F1T0G4
GNB3	F1T0G5
GNB3	F5GZN8
GNB3	F5H0S8
GNB3	F5H100
GNB3	F5H8J8
GNB3	P16520
GOLM1	C9J941
GOLM1	C9JYM4
GOLM1	F8WAT9
GOLM1	Q8NBJ4
GPX1	A0A024R2T1
GPX1	A0A087WUQ6
GPX1	A0A2R8Y6B6
GPX1	P07203
GPX1	Q6NSD4
GPX1	Q7L4Q3
GPX1	X5D926
GPX1	X5DQZ7
GREM2	Q9H772
GRIN2B	A0A0D9SFA0
GRIN2B	A0A0D9SFK0
GRIN2B	A0A1B0GU78
GRIN2B	Q13224
GRIN3A	A2RUE7
GRIN3A	Q8TCU5
GRN	K7EJY4
GRN	K7EK92
GRN	K7EKL3
GRN	K7ELY1
GRN	K7EM89
GRN	K7EMR1
GRN	K7ENI2
GRN	K7ENN1
GRN	K7EPL0
GRN	K7EQ05
GRN	K7EQA7
GRN	K7EQI0
GRN	K7EQK6
GRN	K7ERM2
GRN	P28799
GSK3B	A0A3B3ITW1
GSK3B	B5BUC0
GSK3B	P49841
GSK3B	Q6FI27
GSK3B	Q86TM2
GSTM1	B9ZVX7
GSTM1	E7EWW9
GSTM1	H3BQT3
GSTM1	H3BRM6
GSTM1	P09488
GSTM1	Q16041
GSTM1	X5D7U4
GSTM1	X5D932
GSTM1	X5DNN9
GSTM1	X5DR03
GSTM3	A0A0A0MTN3
GSTM3	A4UJ43
GSTM3	P21266
GSTM3	Q6FGJ9
GSTO1	P78417
GSTO1	Q5TA01
GSTO1	Q5TA02
GSTO1	V9HWG9
GSTO2	Q9H4Y5
GSTP1	A0A087X243
GSTP1	A0A087X2E9
GSTP1	A0A0M4UT83
GSTP1	A0A0M5MRY8
GSTP1	A0A2P1FDF0
GSTP1	A0A2R8Y5E5
GSTP1	A0A3B6XSH2
GSTP1	A8MX94
GSTP1	B2C310
GSTP1	C7DJS1
GSTP1	C7DJS2
GSTP1	P09211
GSTP1	Q5D6A5
GSTP1	V9HWE9
GSTT1	A0A0G2JMS2
GSTT1	A0A0G2JQD2
GSTT1	A0A0G2JQD8
GSTT1	A0A0G2JQM0
GSTT1	A0A0G2JRG0
GSTT1	A0A0G2JRJ5
GSTT1	A0A0G2JRN4
GSTT1	A0A0G2JRQ5
GSTT1	A0A1B0GXB6
GSTT1	P30711
GSTT1	Q4GZS9
GSTT1	Q4W251
GSTT1	Q4W252
HACD1	A6NP58
HACD1	B0YJ81
HACD1	J3KS69
HACD1	J3KT94
HBG2	A0A0J9YYA3
HBG2	A0A515HFS3
HBG2	A0A515HFT7
HBG2	A1EGU3
HBG2	B7UCU6
HBG2	D3GKD9
HBG2	D9YZU9
HBG2	E7CYP2
HBG2	E9PBW4
HBG2	P69892
HBG2	Q9UNL6
HCRTR2	O43614
HCRTR2	Q548Y0
HCRTR2	S4WX84
HCRTR2	S4X0W3
HFE	A0A097CK74
HFE	A0A097CK82
HFE	A0A097CK87
HFE	A0A097CK88
HFE	A0A097CKA4
HFE	A0A097CKB2
HFE	F5B2M9
HFE	F8W7W8
HFE	G3LGQ4
HFE	G3LGQ5
HFE	G3LGQ6
HFE	G3LGQ7
HFE	G3LGQ9
HFE	G3LGR0
HFE	G3LGR1
HFE	H2E8T4
HFE	H2E8T5
HFE	H2E8T7
HFE	H2E8T8
HFE	H2EQK2
HFE	H7C4K4
HFE	I1VA54
HFE	I1VA55
HFE	I1VA56
HFE	I1VA57
HFE	I1VA63
HFE	I1VA65
HFE	I1VA66
HFE	I1VA70
HFE	I1VA71
HFE	I1VA72
HFE	J9QF30
HFE	K0I859
HFE	K0IIP4
HFE	Q30201
HFE	Q6B0J5
HFE	Q86WL1
HFE	Q8MH46
HFE	Q9BXI5
HFE	Q9HC63
HFE	Q9HC65
HFE	Q9HC66
HFE	Q9HC67
HFE	Q9HC69
HFE	Q9HC71
HFE	Q9HC72
HFE	Q9TQ79
HFE	Q9UK37
HHEX	F8VU08
HHEX	Q03014
HLA-A	A0A024J3X2
HLA-A	A0A060AF62
HLA-A	A0A060AQ09
HLA-A	A0A060CYB7
HLA-A	A0A060CZ20
HLA-A	A0A060GQ71
HLA-A	A0A060GTH2
HLA-A	A0A060GVB3
HLA-A	A0A060H0F8
HLA-A	A0A060N342
HLA-A	A0A060VCP5
HLA-A	A0A060VCP8
HLA-A	A0A060VCU0
HLA-A	A0A060VCU4
HLA-A	A0A060VCV9
HLA-A	A0A060VCW6
HLA-A	A0A060VCW9
HLA-A	A0A060VCX0
HLA-A	A0A060VCX2
HLA-A	A0A060VCY5
HLA-A	A0A060VCY6
HLA-A	A0A060VCY7
HLA-A	A0A060VCY8
HLA-A	A0A060VCY9
HLA-A	A0A060VCZ1
HLA-A	A0A060VCZ3
HLA-A	A0A060VD05
HLA-A	A0A060VD08
HLA-A	A0A060VD10
HLA-A	A0A060VD16
HLA-A	A0A060VG17
HLA-A	A0A060VG20
HLA-A	A0A060VG23
HLA-A	A0A060VG36
HLA-A	A0A060VG38
HLA-A	A0A060VG42
HLA-A	A0A060VG47
HLA-A	A0A060VHC2
HLA-A	A0A060VHD0
HLA-A	A0A060VHD9
HLA-A	A0A060VHE9
HLA-A	A0A060VHF3
HLA-A	A0A060VHF9
HLA-A	A0A060VHG8
HLA-A	A0A060VHJ3
HLA-A	A0A061A7U0
HLA-A	A0A061CVW2
HLA-A	A0A061DD14
HLA-A	A0A061DEB5
HLA-A	A0A068B103
HLA-A	A0A068B426
HLA-A	A0A068B6T4
HLA-A	A0A068ESS8
HLA-A	A0A076JS26
HLA-A	A0A076JT77
HLA-A	A0A076JXB7
HLA-A	A0A076L0P9
HLA-A	A0A076V2L0
HLA-A	A0A076V371
HLA-A	A0A076V5S4
HLA-A	A0A076V7U7
HLA-A	A0A076VF41
HLA-A	A0A077XLA2
HLA-A	A0A077YFH3
HLA-A	A0A077YIJ7
HLA-A	A0A078BBY8
HLA-A	A0A078BNH2
HLA-A	A0A078BPG3
HLA-A	A0A078BRA4
HLA-A	A0A078BSN2
HLA-A	A0A078N1N5
HLA-A	A0A078N209
HLA-A	A0A090CXP3
HLA-A	A0A090D8A2
HLA-A	A0A090GS47
HLA-A	A0A090JY51
HLA-A	A0A090KEX7
HLA-A	A0A090KFS3
HLA-A	A0A090KI70
HLA-A	A0A090KKC3
HLA-A	A0A090KKK5
HLA-A	A0A090MEX8
HLA-A	A0A090MF36
HLA-A	A0A096XJR7
HLA-A	A0A096XJU1
HLA-A	A0A097PED7
HLA-A	A0A098F6N4
HLA-A	A0A0A0YLW6
HLA-A	A0A0A1E6D6
HLA-A	A0A0A1EAW8
HLA-A	A0A0A1IX34
HLA-A	A0A0A7C3M7
HLA-A	A0A0A7C3M9
HLA-A	A0A0A7C3N2
HLA-A	A0A0A7C3N4
HLA-A	A0A0A7C3N7
HLA-A	A0A0A7C3N9
HLA-A	A0A0A7C3P2
HLA-A	A0A0A7C3P3
HLA-A	A0A0A7C3P5
HLA-A	A0A0A7C3P7
HLA-A	A0A0A7C3P8
HLA-A	A0A0A7C3Q0
HLA-A	A0A0A7C3Q1
HLA-A	A0A0A7C3Q3
HLA-A	A0A0A7C3Q5
HLA-A	A0A0A7C3Q6
HLA-A	A0A0A7C3Q8
HLA-A	A0A0A7C3R0
HLA-A	A0A0A7C3R2
HLA-A	A0A0A7C3R3
HLA-A	A0A0A7C3R4
HLA-A	A0A0A7C3R6
HLA-A	A0A0A7C3R8
HLA-A	A0A0A7C3R9
HLA-A	A0A0A7C3S1
HLA-A	A0A0A7C3S2
HLA-A	A0A0A7C3S3
HLA-A	A0A0A7C3S5
HLA-A	A0A0A7C3S8
HLA-A	A0A0A7C3S9
HLA-A	A0A0A7C3T1
HLA-A	A0A0A7C3T3
HLA-A	A0A0A7C3T5
HLA-A	A0A0A7C3T7
HLA-A	A0A0A7C3T9
HLA-A	A0A0A7C3U1
HLA-A	A0A0A7C3U3
HLA-A	A0A0A7C3U6
HLA-A	A0A0A7C3U7
HLA-A	A0A0A7C3U9
HLA-A	A0A0A7C3V2
HLA-A	A0A0A7C3V4
HLA-A	A0A0A7C3V6
HLA-A	A0A0A7C3V9
HLA-A	A0A0A7C3W0
HLA-A	A0A0A7C3W3
HLA-A	A0A0A7C3W4
HLA-A	A0A0A7C3W7
HLA-A	A0A0A7C3W8
HLA-A	A0A0A7C3X2
HLA-A	A0A0A7C3X3
HLA-A	A0A0A7C3X6
HLA-A	A0A0A7C3X8
HLA-A	A0A0A7C3Y0
HLA-A	A0A0A7C3Y2
HLA-A	A0A0A7C3Y5
HLA-A	A0A0A7C3Y6
HLA-A	A0A0A7C3Y8
HLA-A	A0A0A7C3Z1
HLA-A	A0A0A7C3Z2
HLA-A	A0A0A7C3Z5
HLA-A	A0A0A7C3Z6
HLA-A	A0A0A7C400
HLA-A	A0A0A7C401
HLA-A	A0A0A7C403
HLA-A	A0A0A7C406
HLA-A	A0A0A7C408
HLA-A	A0A0A7C413
HLA-A	A0A0A7C417
HLA-A	A0A0A7C421
HLA-A	A0A0A7C425
HLA-A	A0A0A7C4B9
HLA-A	A0A0A7C4C4
HLA-A	A0A0A7C4C5
HLA-A	A0A0A7C4C9
HLA-A	A0A0A7C4D3
HLA-A	A0A0A7C4D6
HLA-A	A0A0A7C4E0
HLA-A	A0A0A7C4E2
HLA-A	A0A0A7C4E6
HLA-A	A0A0A7C4E9
HLA-A	A0A0A7C4F2
HLA-A	A0A0A7C4F5
HLA-A	A0A0A7C4F8
HLA-A	A0A0A7C4G2
HLA-A	A0A0A7C4G4
HLA-A	A0A0A7C4G8
HLA-A	A0A0A7C4H1
HLA-A	A0A0A7C4H4
HLA-A	A0A0A7C4H8
HLA-A	A0A0A7C4I1
HLA-A	A0A0A7C4I4
HLA-A	A0A0A7C4I8
HLA-A	A0A0A7C4J0
HLA-A	A0A0A7C4J5
HLA-A	A0A0A7C4J7
HLA-A	A0A0A7C4K2
HLA-A	A0A0A7C4K5
HLA-A	A0A0A7C4K8
HLA-A	A0A0A7C4L1
HLA-A	A0A0A7C4L4
HLA-A	A0A0A7C4L8
HLA-A	A0A0A7C4M1
HLA-A	A0A0A7C4M4
HLA-A	A0A0A7C4M9
HLA-A	A0A0A7C4N1
HLA-A	A0A0A7C4W8
HLA-A	A0A0A7C4X0
HLA-A	A0A0A7C4X2
HLA-A	A0A0A7C4X6
HLA-A	A0A0A7C4X7
HLA-A	A0A0A7C4Y2
HLA-A	A0A0A7C4Y3
HLA-A	A0A0A7C4Y6
HLA-A	A0A0A7C4Y8
HLA-A	A0A0A7C4Z0
HLA-A	A0A0A7C4Z4
HLA-A	A0A0A7C4Z6
HLA-A	A0A0A7C4Z9
HLA-A	A0A0A7C502
HLA-A	A0A0A7C505
HLA-A	A0A0A7C510
HLA-A	A0A0A7C512
HLA-A	A0A0A7C516
HLA-A	A0A0A7C520
HLA-A	A0A0A7C524
HLA-A	A0A0A7C529
HLA-A	A0A0A7C533
HLA-A	A0A0A7C539
HLA-A	A0A0A7C543
HLA-A	A0A0A7C548
HLA-A	A0A0A7C551
HLA-A	A0A0A7C557
HLA-A	A0A0A7C561
HLA-A	A0A0A7C565
HLA-A	A0A0A7C570
HLA-A	A0A0A7C576
HLA-A	A0A0A7C579
HLA-A	A0A0A7C584
HLA-A	A0A0A7C590
HLA-A	A0A0A7C594
HLA-A	A0A0A7C5E4
HLA-A	A0A0A7C5E9
HLA-A	A0A0A7C5F4
HLA-A	A0A0A7C5F6
HLA-A	A0A0A7C5G0
HLA-A	A0A0A7C5G4
HLA-A	A0A0A7C5G6
HLA-A	A0A0A7C5H1
HLA-A	A0A0A7C5H4
HLA-A	A0A0A7C5H8
HLA-A	A0A0A7C5I2
HLA-A	A0A0A7C5I5
HLA-A	A0A0A7C5I8
HLA-A	A0A0A7C5J3
HLA-A	A0A0A7C5J5
HLA-A	A0A0A7C5K0
HLA-A	A0A0A7C5K4
HLA-A	A0A0A7C5K7
HLA-A	A0A0A7C5L1
HLA-A	A0A0A7C5L4
HLA-A	A0A0A7C5L7
HLA-A	A0A0A7C5M0
HLA-A	A0A0A7C5M4
HLA-A	A0A0A7C5M8
HLA-A	A0A0A7C5N1
HLA-A	A0A0A7C5N4
HLA-A	A0A0A7C5N8
HLA-A	A0A0A7C5P1
HLA-A	A0A0A7C5P5
HLA-A	A0A0A7C5Q0
HLA-A	A0A0A7C5Q4
HLA-A	A0A0A7C5Q9
HLA-A	A0A0A7C5R3
HLA-A	A0A0A7C5R7
HLA-A	A0A0A7C5S2
HLA-A	A0A0A7C6L4
HLA-A	A0A0A7C6L9
HLA-A	A0A0A7C6M3
HLA-A	A0A0A7C6M8
HLA-A	A0A0A7C6N4
HLA-A	A0A0A7C6N8
HLA-A	A0A0A7C6P2
HLA-A	A0A0A7C6P7
HLA-A	A0A0A7C6Q0
HLA-A	A0A0A7C6Q2
HLA-A	A0A0A7C6Q5
HLA-A	A0A0A7C6Q6
HLA-A	A0A0A7C6Q9
HLA-A	A0A0A7C6R0
HLA-A	A0A0A7C6R3
HLA-A	A0A0A7C6R4
HLA-A	A0A0A7C6R7
HLA-A	A0A0A7C6R8
HLA-A	A0A0A7C6S1
HLA-A	A0A0A7C6S2
HLA-A	A0A0A7C6S5
HLA-A	A0A0A7C6S6
HLA-A	A0A0A7C6S8
HLA-A	A0A0A7C6T0
HLA-A	A0A0A7C6T2
HLA-A	A0A0A7C6T4
HLA-A	A0A0A7C6T6
HLA-A	A0A0A7C6T8
HLA-A	A0A0A7C6U0
HLA-A	A0A0A7C6U2
HLA-A	A0A0A7C6U3
HLA-A	A0A0A7C6U6
HLA-A	A0A0A7C6U7
HLA-A	A0A0A7C6V0
HLA-A	A0A0A7C6V2
HLA-A	A0A0A7C6V5
HLA-A	A0A0A7C6V6
HLA-A	A0A0A7C6W0
HLA-A	A0A0A7C6W1
HLA-A	A0A0A7C6W4
HLA-A	A0A0A7C6W5
HLA-A	A0A0A7C6W9
HLA-A	A0A0A7C6X0
HLA-A	A0A0A7C6X5
HLA-A	A0A0A7C6X6
HLA-A	A0A0A7C6Y0
HLA-A	A0A0A7C6Y2
HLA-A	A0A0A7C6Y6
HLA-A	A0A0A7C6Y7
HLA-A	A0A0A7C6Z1
HLA-A	A0A0A7C6Z3
HLA-A	A0A0A7C6Z6
HLA-A	A0A0A7C6Z7
HLA-A	A0A0A7C701
HLA-A	A0A0A7C702
HLA-A	A0A0A7C706
HLA-A	A0A0A7C707
HLA-A	A0A0A7C710
HLA-A	A0A0A7C711
HLA-A	A0A0A7C714
HLA-A	A0A0A7C716
HLA-A	A0A0A7C720
HLA-A	A0A0A7C721
HLA-A	A0A0A7C725
HLA-A	A0A0A7C726
HLA-A	A0A0A7C729
HLA-A	A0A0A7C730
HLA-A	A0A0A7C735
HLA-A	A0A0A7C736
HLA-A	A0A0A7C741
HLA-A	A0A0A7C742
HLA-A	A0A0A7C747
HLA-A	A0A0A7C748
HLA-A	A0A0A7C752
HLA-A	A0A0A7C754
HLA-A	A0A0A7C759
HLA-A	A0A0A7C760
HLA-A	A0A0A7C765
HLA-A	A0A0A7C766
HLA-A	A0A0A7C770
HLA-A	A0A0A7C772
HLA-A	A0A0A7C776
HLA-A	A0A0A7C778
HLA-A	A0A0A7C783
HLA-A	A0A0A7C788
HLA-A	A0A0A7C794
HLA-A	A0A0A7C7A1
HLA-A	A0A0A7C7A3
HLA-A	A0A0A7C7A7
HLA-A	A0A0A7C7A8
HLA-A	A0A0A7C7B2
HLA-A	A0A0A7C7B3
HLA-A	A0A0A7C7B5
HLA-A	A0A0A7C7C0
HLA-A	A0A0A7C7C2
HLA-A	A0A0A7C7C8
HLA-A	A0A0A7C7D1
HLA-A	A0A0A7C7D6
HLA-A	A0A0A7C7D8
HLA-A	A0A0A7C7E3
HLA-A	A0A0A7C7E7
HLA-A	A0A0A7C7F2
HLA-A	A0A0A7C7F4
HLA-A	A0A0A7C7F9
HLA-A	A0A0A7C7G1
HLA-A	A0A0A7C7G5
HLA-A	A0A0A7C7H0
HLA-A	A0A0A7C7H5
HLA-A	A0A0A7C7I0
HLA-A	A0A0A7C7I3
HLA-A	A0A0A7C7I7
HLA-A	A0A0A7C7J2
HLA-A	A0A0A7C7J7
HLA-A	A0A0A7C7K0
HLA-A	A0A0A7C7K4
HLA-A	A0A0A7C7K8
HLA-A	A0A0A7C7L3
HLA-A	A0A0A7C7L7
HLA-A	A0A0A7C7M1
HLA-A	A0A0A7C7M6
HLA-A	A0A0A7C7N0
HLA-A	A0A0A7C7N4
HLA-A	A0A0A7C7N7
HLA-A	A0A0A7C7P1
HLA-A	A0A0A7C7P5
HLA-A	A0A0A7C7P9
HLA-A	A0A0A7C7Q3
HLA-A	A0A0A7C7Q9
HLA-A	A0A0A7C7R2
HLA-A	A0A0A7C7R7
HLA-A	A0A0A7C7S1
HLA-A	A0A0A7C7S7
HLA-A	A0A0A7C7T2
HLA-A	A0A0A7C7T4
HLA-A	A0A0A7C7W7
HLA-A	A0A0A7C7X1
HLA-A	A0A0A7C7X5
HLA-A	A0A0A7C7X7
HLA-A	A0A0A7C7Y3
HLA-A	A0A0A7C7Y7
HLA-A	A0A0A7C7Z2
HLA-A	A0A0A7C7Z6
HLA-A	A0A0A7C801
HLA-A	A0A0A7C805
HLA-A	A0A0A7C811
HLA-A	A0A0A7C816
HLA-A	A0A0A7C820
HLA-A	A0A0A7C825
HLA-A	A0A0A7C830
HLA-A	A0A0A7C834
HLA-A	A0A0A7C838
HLA-A	A0A0A7C842
HLA-A	A0A0A7C848
HLA-A	A0A0A7C852
HLA-A	A0A0A7C857
HLA-A	A0A0A7C861
HLA-A	A0A0A7C865
HLA-A	A0A0A7C871
