Entrez.Gene,Symbol,metaZscore,metaPval,effect,Pval.adj,Bonferroni,maxFC,avgFC,BraakR,atrophyR
5716,PSMD10,-5.938254966,2.88E-09,--?---,7.09E-08,6.78E-05,0.58,0.82,,
8562,DENR,-5.937805764,2.89E-09,--?---,7.10E-08,6.80E-05,0.53,0.80,-0.6776,-0.5146
402247,,5.937400106,2.90E-09,???++?,7.11E-08,6.81E-05,1.56,1.47,,
3965,LGALS9,5.936793106,2.91E-09,?+?+++,7.13E-08,6.84E-05,1.25,1.16,,0.4561
26232,FBXO2,5.93477669,2.94E-09,++?+++,7.21E-08,6.92E-05,1.30,1.17,,
522,ATP5J,-5.934392643,2.95E-09,--?---,7.22E-08,6.94E-05,0.70,0.86,-0.69,-0.5419
2634,GBP2,5.933733054,2.96E-09,++?+++,7.24E-08,6.97E-05,1.85,1.43,,0.4564
841,CASP8,5.932373327,2.99E-09,++?+++,7.30E-08,7.03E-05,1.18,1.12,,
2004,ELK3,5.932128376,2.99E-09,++?+++,7.30E-08,7.04E-05,1.79,1.25,0.6127,0.5569
8420,RNU17D,5.931298076,3.01E-09,???++?,7.33E-08,7.07E-05,1.35,1.25,,
85453,TSPYL5,-5.929686162,3.04E-09,--?---,7.39E-08,7.14E-05,0.47,0.76,-0.6601,-0.5173
2828,GPR4,5.929683507,3.04E-09,++?+++,7.39E-08,7.14E-05,1.77,1.29,0.6266,0.4503
55647,RAB20,5.928817274,3.05E-09,?+?++-,7.42E-08,7.18E-05,1.68,1.25,0.6535,0.4753
6770,STAR,-5.92792115,3.07E-09,--?---,7.44E-08,7.22E-05,0.64,0.78,-0.6184,-0.5429
1326,MAP3K8,5.927870714,3.07E-09,++?+++,7.44E-08,7.22E-05,1.36,1.20,0.6691,0.5157
375567,,-5.927557686,3.07E-09,???---,7.45E-08,7.23E-05,0.61,0.77,,
8773,SNAP23,5.927474335,3.08E-09,++?+++,7.45E-08,7.24E-05,1.64,1.27,0.6942,0.5754
302,ANXA2,5.92705601,3.08E-09,+-?+++,7.46E-08,7.26E-05,1.80,1.42,0.6188,0.4796
10440,TIMM17A,-5.926229507,3.10E-09,--?---,7.49E-08,7.29E-05,0.58,0.81,-0.6022,-0.4775
5894,RAF1,5.926129207,3.10E-09,++?+++,7.49E-08,7.30E-05,1.61,1.17,0.721,0.5965
55316,RSAD1,5.925776754,3.11E-09,++++++,7.49E-08,7.31E-05,1.25,1.15,0.6305,0.4827
79794,C12orf49,-5.924403918,3.13E-09,--?---,7.55E-08,7.38E-05,0.66,0.84,-0.6022,-0.518
201266,SLC39A11,5.923307404,3.16E-09,+++++-,7.59E-08,7.42E-05,1.65,1.23,,0.493
129138,ANKRD54,-5.921434645,3.19E-09,------,7.67E-08,7.51E-05,0.85,0.92,-0.605,-0.4831
8444,DYRK3,5.921339267,3.19E-09,?++++-,7.67E-08,7.51E-05,1.36,1.13,,0.4767
55486,PARL,-5.919979014,3.22E-09,--?--+,7.72E-08,7.58E-05,0.74,0.88,-0.6204,-0.5037
139818,DOCK11,5.91969783,3.23E-09,-+?++-,7.72E-08,7.59E-05,1.31,1.07,,0.5261
84099,ID2B,-5.919641029,3.23E-09,???--+,7.72E-08,7.59E-05,0.77,0.88,,
55914,ERBB2IP,5.919025129,3.24E-09,++?+++,7.74E-08,7.62E-05,3.12,1.49,0.7132,0.5629
8784,TNFRSF18,-5.918663068,3.25E-09,?-----,7.75E-08,7.64E-05,0.88,0.94,,-0.4875
130589,GALM,5.918181784,3.26E-09,++?++-,7.77E-08,7.66E-05,1.44,1.17,0.6139,0.4927
4780,NFE2L2,5.915887576,3.30E-09,++++++,7.86E-08,7.77E-05,1.61,1.24,0.6975,0.5868
80755,AARSD1,-5.915813627,3.30E-09,??---?,7.86E-08,7.77E-05,0.78,0.85,-0.6118,-0.574
3363,HTR7,-5.914704378,3.32E-09,--?---,7.91E-08,7.82E-05,0.80,0.90,-0.6408,-0.5416
400823,,5.914617002,3.33E-09,???++-,7.91E-08,7.83E-05,1.26,1.12,,
5175,PECAM1,5.912819958,3.36E-09,++?++?,7.98E-08,7.91E-05,1.53,1.30,0.6527,0.5273
148223,C19orf25,5.911520882,3.39E-09,+-+++-,8.04E-08,7.98E-05,1.66,1.20,,0.4965
84959,UBASH3B,-5.91107699,3.40E-09,--?---,8.05E-08,8.00E-05,0.69,0.80,-0.6485,-0.5164
301,ANXA1,5.91049367,3.41E-09,++++++,8.07E-08,8.03E-05,1.58,1.27,,0.4777
132706,,-5.910378433,3.41E-09,???--?,8.07E-08,8.03E-05,0.87,0.89,,
23384,SPECC1L,5.90953926,3.43E-09,++?+++,8.10E-08,8.07E-05,1.15,1.10,,
54436,SH3TC1,5.9094628,3.43E-09,-+?+++,8.10E-08,8.08E-05,1.38,1.16,0.6634,0.4913
81849,ST6GALNAC5,-5.909068549,3.44E-09,--?---,8.11E-08,8.10E-05,0.37,0.66,-0.6167,-0.5276
6277,S100A6,5.908675914,3.45E-09,++?+++,8.12E-08,8.11E-05,1.25,1.19,,0.4658
5121,PCP4,-5.908659257,3.45E-09,------,8.12E-08,8.12E-05,0.27,0.68,-0.6579,-0.5452
122953,JDP2,5.908256752,3.46E-09,++++++,8.13E-08,8.14E-05,1.40,1.16,,
4522,MTHFD1,-5.907844268,3.47E-09,--?---,8.14E-08,8.16E-05,0.72,0.87,,-0.5129
57718,PPP4R4,-5.907134228,3.48E-09,------,8.17E-08,8.19E-05,0.61,0.75,-0.6052,-0.5173
64926,RASAL3,5.906535635,3.49E-09,?+?+++,8.18E-08,8.22E-05,1.30,1.13,,0.4625
5602,MAPK10,-5.906521839,3.49E-09,--?---,8.18E-08,8.22E-05,0.57,0.81,-0.6553,-0.5073
10410,IFITM3,5.906274175,3.50E-09,++?+++,8.18E-08,8.23E-05,1.94,1.42,0.6594,0.4874
131873,,-5.906121762,3.50E-09,???---,8.18E-08,8.24E-05,0.79,0.89,,
8706,B3GALNT1,-5.905445202,3.52E-09,--?---,8.21E-08,8.28E-05,0.59,0.77,-0.6222,-0.48
54437,SEMA5B,-5.905108031,3.52E-09,--?--+,8.22E-08,8.29E-05,0.78,0.87,,-0.5142
4276,MICA,5.904394477,3.54E-09,??+++?,8.25E-08,8.33E-05,1.51,1.27,0.6877,0.5431
64333,ARHGAP9,5.903521296,3.56E-09,-+?+++,8.28E-08,8.37E-05,0.83,1.05,,
79627,OGFRL1,5.903227098,3.56E-09,++?+++,8.29E-08,8.39E-05,1.37,1.21,0.6137,0.5346
3251,HPRT1,-5.902389287,3.58E-09,------,8.32E-08,8.43E-05,0.35,0.69,-0.6601,-0.5603
23543,RBFOX2,-5.901117492,3.61E-09,--?---,8.38E-08,8.50E-05,0.70,0.84,,
2217,FCGRT,5.900417557,3.63E-09,?+++++,8.40E-08,8.53E-05,1.42,1.17,0.6091,0.5115
55105,GPATCH2,-5.900413565,3.63E-09,--?---,8.40E-08,8.53E-05,0.60,0.80,,-0.4472
11128,POLR3A,-5.900295008,3.63E-09,--?---,8.40E-08,8.54E-05,0.67,0.81,-0.6344,-0.5121
56675,NRIP3,-5.89967114,3.64E-09,--?---,8.41E-08,8.57E-05,0.57,0.76,-0.6721,-0.5655
8477,GPR65,5.899631204,3.64E-09,?+?+++,8.41E-08,8.57E-05,1.48,1.25,,
374654,KIF7,5.899537661,3.65E-09,??++++,8.41E-08,8.58E-05,1.26,1.16,0.64,0.5601
23013,SPEN,5.899016911,3.66E-09,++++++,8.43E-08,8.60E-05,1.94,1.23,0.65,0.526
57101,ANO2,5.896996602,3.70E-09,+-?+++,8.52E-08,8.71E-05,1.30,1.14,0.5943,0.4594
79672,FN3KRP,-5.896955858,3.70E-09,------,8.52E-08,8.71E-05,0.77,0.89,,
51588,PIAS4,5.894772046,3.75E-09,++++++,8.62E-08,8.83E-05,1.78,1.27,,
2872,MKNK2,5.894148737,3.77E-09,++++++,8.63E-08,8.86E-05,2.65,1.55,,0.5081
10302,SNAPC5,-5.89412227,3.77E-09,--?---,8.63E-08,8.86E-05,0.51,0.78,-0.6617,-0.5009
5788,PTPRC,5.894077509,3.77E-09,++?+++,8.63E-08,8.87E-05,1.58,1.35,,
51720,UIMC1,5.893565788,3.78E-09,-+++++,8.65E-08,8.89E-05,0.86,1.07,0.7045,0.5624
124808,CCDC43,-5.893025093,3.79E-09,--?---,8.67E-08,8.92E-05,0.83,0.89,-0.6575,-0.5527
6574,SLC20A1,-5.890933309,3.84E-09,+-----,8.77E-08,9.04E-05,1.33,0.95,-0.6888,-0.5405
10765,KDM5B,-5.890688637,3.85E-09,--?---,8.78E-08,9.05E-05,0.59,0.83,,
27328,PCDH11X,-5.88983186,3.87E-09,?-?---,8.81E-08,9.10E-05,0.73,0.86,,-0.4931
22890,ZBTB1,5.889415152,3.88E-09,++?+++,8.83E-08,9.12E-05,1.57,1.25,0.6149,0.5397
84268,RPAIN,-5.8887371,3.89E-09,--?---,8.86E-08,9.16E-05,0.57,0.84,,
2535,FZD2,5.885939952,3.96E-09,++++++,9.00E-08,9.31E-05,1.61,1.27,,
84968,PNMA6A,-5.885535884,3.97E-09,??---?,9.01E-08,9.34E-05,0.77,0.82,-0.6155,-0.5617
91137,SLC25A46,-5.8831509,4.03E-09,------,9.13E-08,9.47E-05,0.60,0.81,,
27173,SLC39A1,5.883004243,4.03E-09,+++++-,9.13E-08,9.48E-05,1.48,1.17,0.6507,0.4986
23111,SPG20,5.882153912,4.05E-09,+++++-,9.17E-08,9.53E-05,1.68,1.24,0.6025,0.5236
2596,GAP43,-5.88176753,4.06E-09,------,9.18E-08,9.55E-05,0.51,0.74,-0.6726,-0.5886
25865,PRKD2,5.880789237,4.08E-09,++?++-,9.22E-08,9.61E-05,1.30,1.15,,0.5024
5702,PSMC3,-5.88078708,4.08E-09,--?---,9.22E-08,9.61E-05,0.59,0.81,-0.6824,-0.5486
27132,CPNE7,-5.879425072,4.12E-09,??----,9.29E-08,9.69E-05,0.63,0.84,-0.6263,-0.5419
10395,DLC1,5.879072933,4.13E-09,++++++,9.30E-08,9.71E-05,1.64,1.24,0.6359,0.5037
861,RUNX1,5.878237186,4.15E-09,???++?,9.34E-08,9.76E-05,1.52,1.38,,
10645,CAMKK2,-5.878103607,4.15E-09,+-----,9.34E-08,9.76E-05,0.69,0.88,-0.6901,-0.593
51062,ATL1,-5.877406509,4.17E-09,--?---,9.37E-08,9.81E-05,0.64,0.78,-0.6696,-0.5505
51046,ST8SIA3,-5.8759978,4.20E-09,--?---,9.44E-08,9.89E-05,0.58,0.76,-0.5934,-0.5241
79016,DDA1,-5.875238516,4.22E-09,--?---,9.47E-08,9.94E-05,0.79,0.86,-0.7237,-0.6256
286204,CRB2,5.87151626,4.32E-09,++?+++,9.68E-08,0.000101609,1.45,1.27,0.6241,0.5077
65989,DLK2,-5.870128164,4.35E-09,-??---,9.75E-08,0.000102463,0.68,0.84,-0.6062,-0.486
5870,RAB6A,-5.869427649,4.37E-09,--?---,9.78E-08,0.000102897,0.74,0.84,-0.6827,-0.5598
597,BCL2A1,5.868499692,4.40E-09,?+++++,9.83E-08,0.000103475,1.30,1.16,,
114795,TMEM132B,-5.866569914,4.45E-09,--?---,9.93E-08,0.000104686,0.61,0.80,-0.6468,-0.5576
4860,PNP,5.865990804,4.46E-09,++++++,9.96E-08,0.000105052,1.66,1.24,0.6263,0.4743
23022,PALLD,5.865793189,4.47E-09,++?+++,9.96E-08,0.000105177,2.50,1.44,0.689,0.5727
3126,HLA-DRB4,5.860873969,4.60E-09,?+?++?,1.02E-07,0.000108341,1.37,1.30,,
5329,PLAUR,5.860355567,4.62E-09,-+?+++,1.03E-07,0.00010868,1.48,1.16,,
6000,RGS7,-5.859340094,4.65E-09,--?---,1.03E-07,0.000109346,0.63,0.77,-0.6816,-0.5759
25814,ATXN10,-5.858925735,4.66E-09,--?---,1.03E-07,0.000109619,0.51,0.79,-0.6643,-0.5063
80333,KCNIP4,-5.858478426,4.67E-09,--?---,1.04E-07,0.000109915,0.51,0.69,-0.6583,-0.5263
83608,C18orf21,-5.858384542,4.67E-09,--?---,1.04E-07,0.000109977,0.78,0.88,-0.6416,-0.4965
65217,PCDH15,-5.857250538,4.71E-09,???---,1.04E-07,0.000110731,0.80,0.86,,-0.4604
26343,OR5E1P,-5.856637938,4.72E-09,???---,1.04E-07,0.00011114,0.93,0.94,,
283951,C16orf91,-5.855647014,4.75E-09,--?---,1.05E-07,0.000111804,0.65,0.84,-0.6251,-0.4877
5294,PIK3CG,5.855181122,4.76E-09,???++-,1.05E-07,0.000112118,1.15,1.06,,
55713,ZNF334,-5.853005305,4.83E-09,--?--+,1.06E-07,0.000113595,0.67,0.84,,
126272,EID2B,-5.852946894,4.83E-09,------,1.06E-07,0.000113635,0.67,0.82,,-0.4636
9125,RQCD1,-5.852287414,4.85E-09,-----+,1.07E-07,0.000114087,0.74,0.86,-0.639,-0.4701
6843,VAMP1,-5.851536868,4.87E-09,--?---,1.07E-07,0.000114603,0.36,0.73,-0.6129,-0.4906
10775,POP4,-5.851354673,4.88E-09,-+----,1.07E-07,0.000114729,0.46,0.82,-0.6628,-0.5417
3360,HTR4,-5.851214019,4.88E-09,--?---,1.07E-07,0.000114826,0.75,0.83,,
22985,ACIN1,5.85059774,4.90E-09,++?+++,1.07E-07,0.000115252,1.45,1.15,0.6329,0.4974
222068,TMED4,-5.850481595,4.90E-09,--?--+,1.07E-07,0.000115333,0.76,0.86,,-0.4448
55906,ZC4H2,-5.850007985,4.92E-09,--?---,1.08E-07,0.000115662,0.78,0.88,-0.6694,-0.5446
140733,MACROD2,-5.848032313,4.97E-09,--?---,1.09E-07,0.000117043,0.64,0.79,-0.6315,-0.5292
114805,GALNT13,-5.845167287,5.06E-09,--?---,1.11E-07,0.000119076,0.82,0.88,-0.647,-0.5473
30010,NXPH1,-5.844773207,5.07E-09,--?---,1.11E-07,0.000119358,0.62,0.77,-0.6668,-0.5439
5504,PPP1R2,-5.844368207,5.08E-09,------,1.11E-07,0.000119649,0.64,0.78,,-0.4449
10675,CSPG5,-5.84384725,5.10E-09,+-?---,1.11E-07,0.000120024,1.30,0.93,,-0.4619
1446,CSN1S1,-5.843195531,5.12E-09,??---+,1.11E-07,0.000120494,0.83,0.90,,
63973,NEUROG2,-5.842178676,5.15E-09,???--+,1.12E-07,0.000121232,0.86,0.92,,
2170,FABP3,-5.841217239,5.18E-09,--?---,1.13E-07,0.000121934,0.70,0.81,-0.67,-0.5618
84913,ATOH8,5.841171932,5.18E-09,++?++-,1.13E-07,0.000121967,1.72,1.28,0.7326,0.6052
7128,TNFAIP3,5.840442474,5.21E-09,++?+++,1.13E-07,0.000122503,1.31,1.25,,
7336,UBE2V2,-5.840182002,5.21E-09,------,1.13E-07,0.000122694,0.36,0.70,-0.6449,-0.5138
9878,TOX4,-5.83911463,5.25E-09,--?---,1.14E-07,0.000123483,0.66,0.87,,
7087,ICAM5,-5.837355379,5.30E-09,------,1.15E-07,0.000124793,0.64,0.83,,-0.4443
81553,FAM49A,-5.837327524,5.30E-09,--?---,1.15E-07,0.000124814,0.56,0.77,-0.653,-0.5356
79133,NDUFAF5,-5.835956276,5.35E-09,--?---,1.15E-07,0.000125845,0.58,0.77,,
116173,CMTM5,-5.83502839,5.38E-09,--?---,1.16E-07,0.000126548,0.78,0.82,,
1608,DGKG,5.834459674,5.40E-09,+-?+++,1.16E-07,0.00012698,2.81,1.33,0.6627,
54510,PCDH18,5.834034,5.41E-09,++?+++,1.16E-07,0.000127305,1.75,1.23,,0.5223
114885,OSBPL11,5.833659872,5.42E-09,++?+++,1.17E-07,0.00012759,1.81,1.28,0.7153,0.551
23596,OPN3,-5.833659625,5.42E-09,--?---,1.17E-07,0.000127591,0.59,0.77,-0.6772,-0.5539
56829,ZC3HAV1,5.832393709,5.46E-09,++++++,1.17E-07,0.000128563,1.68,1.23,0.6263,0.5253
51552,RAB14,-5.832302438,5.47E-09,--?---,1.17E-07,0.000128633,0.50,0.80,-0.6465,-0.5384
10669,CGREF1,-5.831819275,5.48E-09,--?---,1.17E-07,0.000129006,0.80,0.89,,-0.4993
8818,DPM2,-5.831787827,5.48E-09,--+---,1.17E-07,0.000129031,0.77,0.90,,-0.485
478,ATP1A3,-5.830924462,5.51E-09,--?---,1.18E-07,0.0001297,0.57,0.73,-0.635,-0.5318
54536,EXOC6,-5.830242595,5.53E-09,--?---,1.18E-07,0.000130231,0.66,0.82,-0.6389,-0.5129
11213,IRAK3,5.830083191,5.54E-09,++?+++,1.18E-07,0.000130356,1.34,1.15,0.6324,0.5542
5118,PCOLCE,5.829504462,5.56E-09,??++++,1.19E-07,0.000130808,1.88,1.35,,
6194,RPS6,5.827802033,5.62E-09,++++++,1.20E-07,0.00013215,1.54,1.19,,0.4576
57523,KIAA1305,5.825539304,5.69E-09,???++-,1.21E-07,0.000133953,1.23,1.11,,
10465,PPIH,-5.824822963,5.72E-09,------,1.22E-07,0.000134528,0.61,0.85,,-0.4618
5071,PARK2,-5.82462643,5.72E-09,--?---,1.22E-07,0.000134687,0.68,0.78,-0.6676,-0.5267
54815,GATAD2A,5.824616835,5.72E-09,++++++,1.22E-07,0.000134695,1.27,1.14,,0.4556
3696,ITGB8,5.824505438,5.73E-09,++?+++,1.22E-07,0.000134784,1.81,1.32,0.6651,0.571
1571,CYP2E1,-5.823752259,5.75E-09,--?--+,1.22E-07,0.000135394,0.80,0.88,-0.5971,-0.5751
170954,PPP1R18,5.823703056,5.76E-09,?+?+++,1.22E-07,0.000135434,1.46,1.21,,
10884,MRPS30,-5.823442868,5.76E-09,--?---,1.22E-07,0.000135645,0.44,0.75,-0.6535,-0.526
79639,TMEM53,-5.822525821,5.80E-09,--?---,1.23E-07,0.000136391,0.70,0.87,,-0.4733
4089,SMAD4,5.819657982,5.90E-09,++++++,1.25E-07,0.000138752,1.20,1.13,0.7146,0.5934
51054,PLEKHA8P1,5.819188732,5.91E-09,-??++-,1.25E-07,0.000139142,0.79,0.95,,
6280,S100A9,5.818489109,5.94E-09,?+?+++,1.25E-07,0.000139726,2.84,1.66,0.59,
25,ABL1,5.817463181,5.97E-09,++?+++,1.26E-07,0.000140586,1.73,1.22,0.6728,0.5052
715,C1R,5.817317519,5.98E-09,+-?+++,1.26E-07,0.000140708,1.71,1.30,0.6329,0.4954
55353,LAPTM4B,-5.816966215,5.99E-09,--?---,1.26E-07,0.000141004,0.52,0.80,,
149111,CNIH3,-5.815941776,6.03E-09,-----?,1.27E-07,0.00014187,0.40,0.72,-0.6309,-0.542
4487,MSX1,5.815649536,6.04E-09,++?+++,1.27E-07,0.000142119,3.16,1.51,0.6145,0.5376
10325,RRAGB,-5.815221127,6.06E-09,--?---,1.27E-07,0.000142483,0.65,0.81,,-0.4503
4069,LYZ,5.813349136,6.12E-09,?+?+++,1.28E-07,0.000144086,1.64,1.46,,
6886,TAL1,5.812889783,6.14E-09,++?++-,1.29E-07,0.000144482,1.88,1.24,,0.5222
388732,C1orf132,5.81215271,6.17E-09,???++?,1.29E-07,0.00014512,1.17,1.13,0.6158,0.5473
2571,GAD1,-5.81075048,6.22E-09,--?---,1.30E-07,0.000146341,0.55,0.78,-0.6682,-0.5476
1105,CHD1,5.810155234,6.24E-09,++?++-,1.30E-07,0.000146862,1.19,1.11,0.6349,0.5186
6890,TAP1,5.809521494,6.27E-09,++?+++,1.31E-07,0.000147419,1.85,1.31,,
407738,FAM19A1,-5.807414187,6.34E-09,--?---,1.32E-07,0.000149286,0.56,0.73,-0.6585,-0.5516
51761,ATP8A2,-5.807275363,6.35E-09,--?---,1.32E-07,0.00014941,0.48,0.70,-0.6319,-0.547
64968,MRPS6,5.806000046,6.40E-09,+++++?,1.33E-07,0.000150552,1.34,1.23,,
4190,MDH1,-5.805109508,6.43E-09,------,1.34E-07,0.000151354,0.39,0.70,-0.6526,-0.5438
9016,SLC25A14,-5.804414638,6.46E-09,------,1.34E-07,0.000151983,0.57,0.82,-0.6693,-0.5625
441027,TMEM150C,-5.803350073,6.50E-09,--?--?,1.35E-07,0.000152952,0.78,0.87,,-0.4724
6518,SLC2A5,5.803022475,6.51E-09,++++++,1.35E-07,0.000153251,1.62,1.26,,
53826,FXYD6,-5.802361906,6.54E-09,------,1.35E-07,0.000153856,0.60,0.78,,-0.5004
10320,IKZF1,5.801917454,6.56E-09,-+?+++,1.36E-07,0.000154265,1.42,1.13,,0.4402
7465,WEE1,5.80148305,6.57E-09,?+?+++,1.36E-07,0.000154665,1.33,1.17,0.6175,0.5487
57514,ARHGAP31,5.801391485,6.58E-09,++?+++,1.36E-07,0.000154749,1.67,1.26,0.6449,0.5385
55049,C19orf60,-5.801104885,6.59E-09,--?---,1.36E-07,0.000155014,0.63,0.83,-0.592,-0.5298
26995,TRUB2,-5.800811161,6.60E-09,------,1.36E-07,0.000155286,0.66,0.85,-0.6633,-0.5377
284454,LOC284454,5.800016161,6.63E-09,++?++?,1.37E-07,0.000156024,1.79,1.34,,
56999,ADAMTS9,5.799379818,6.66E-09,++?+++,1.37E-07,0.000156617,1.79,1.31,,
79722,ANKRD55,-5.798674348,6.68E-09,+-?---,1.37E-07,0.000157277,0.74,0.90,-0.6222,-0.4826
54843,SYTL2,-5.796872977,6.76E-09,--?---,1.39E-07,0.000158975,0.72,0.85,-0.6342,-0.5488
91151,TIGD7,-5.794956096,6.83E-09,------,1.40E-07,0.000160802,0.65,0.84,,
4751,NEK2,-5.793893042,6.88E-09,--?---,1.41E-07,0.000161823,0.64,0.81,-0.7173,-0.5407
710,SERPING1,5.793744449,6.88E-09,++?+++,1.41E-07,0.000161967,1.78,1.30,0.5999,0.4799
93164,HTR7P1,-5.792866764,6.92E-09,--?---,1.42E-07,0.000162816,0.77,0.86,,
389787,,5.792551769,6.93E-09,???++?,1.42E-07,0.000163122,1.22,1.19,,
7965,AIMP2,-5.791473611,6.98E-09,--?---,1.43E-07,0.000164172,0.70,0.87,,
5990,RFX2,5.790990348,7.00E-09,++++++,1.43E-07,0.000164646,1.69,1.26,,0.5099
26061,HACL1,-5.790431859,7.02E-09,--?---,1.43E-07,0.000165194,0.60,0.79,-0.6298,-0.4652
6037,RNASE3,5.789208693,7.07E-09,--++++,1.44E-07,0.000166401,1.64,1.17,,
64080,RBKS,-5.78817697,7.12E-09,--?---,1.45E-07,0.000167426,0.72,0.87,,
25884,CHRDL2,-5.787357166,7.15E-09,???---,1.46E-07,0.000168245,0.78,0.85,,
81575,APOLD1,5.787116209,7.16E-09,++++++,1.46E-07,0.000168487,1.88,1.43,,
171177,RHOV,-5.785858571,7.21E-09,???--+,1.47E-07,0.000169752,0.77,0.88,-0.6333,-0.5497
9530,BAG4,-5.785358479,7.24E-09,--?---,1.47E-07,0.000170258,0.67,0.83,,
51098,IFT52,-5.784895136,7.26E-09,--?---,1.47E-07,0.000170728,0.62,0.83,,
81706,PPP1R14C,-5.782541422,7.36E-09,--?---,1.49E-07,0.000173135,0.46,0.76,-0.6557,-0.52
64215,DNAJC1,5.782324315,7.37E-09,++?++-,1.49E-07,0.000173358,2.14,1.25,0.6449,0.525
131965,METTL6,-5.781481129,7.40E-09,--?---,1.50E-07,0.00017423,0.80,0.86,-0.6659,-0.5138
10657,KHDRBS1,-5.780836156,7.43E-09,+-----,1.50E-07,0.000174899,0.79,0.94,-0.6251,-0.4645
10763,NES,5.779431855,7.50E-09,++?+++,1.51E-07,0.000176365,1.34,1.15,0.5994,0.4604
253981,,5.779080707,7.51E-09,???++?,1.52E-07,0.000176734,1.61,1.39,,
8531,YBX3,5.778908347,7.52E-09,+-++++,1.52E-07,0.000176915,2.55,1.51,,
79670,ZCCHC6,5.777943847,7.56E-09,++?++-,1.52E-07,0.000177932,1.44,1.12,0.7169,0.5724
2650,GCNT1,-5.777582004,7.58E-09,--?---,1.53E-07,0.000178315,0.73,0.84,,-0.4741
9229,DLGAP1,-5.777445508,7.58E-09,--?---,1.53E-07,0.000178459,0.53,0.79,-0.6167,-0.4931
23401,FRAT2,5.776819687,7.61E-09,++++++,1.53E-07,0.000179124,1.32,1.14,,
10016,PDCD6,-5.775915442,7.65E-09,--?--+,1.54E-07,0.000180089,0.54,0.83,-0.6655,-0.485
151056,PLB1,5.775680945,7.66E-09,?+?+++,1.54E-07,0.00018034,1.26,1.11,,
94122,SYTL5,-5.774357161,7.72E-09,--?---,1.55E-07,0.000181763,0.65,0.84,,
961,CD47,-5.772798355,7.80E-09,--?---,1.56E-07,0.000183453,0.62,0.78,,-0.4705
4064,CD180,5.77213691,7.83E-09,???+++,1.57E-07,0.000184175,1.45,1.24,,0.4626
145553,MDP1,-5.769010929,7.97E-09,??---?,1.59E-07,0.000187624,0.73,0.81,-0.6829,-0.5511
440145,MZT1,-5.766065868,8.11E-09,--?--?,1.62E-07,0.00019093,0.77,0.84,,
135154,C6orf57,-5.765884323,8.12E-09,--?---,1.62E-07,0.000191136,0.74,0.86,-0.6774,-0.5652
157285,SGK223,-5.765520394,8.14E-09,--?---,1.62E-07,0.000191549,0.83,0.91,,
147912,SIX5,5.765492484,8.14E-09,??++++,1.62E-07,0.000191581,1.54,1.27,0.6667,0.5546
161253,REM2,-5.765491788,8.14E-09,-??---,1.62E-07,0.000191581,0.86,0.92,,-0.4781
90523,MLIP,-5.764493321,8.19E-09,--?--+,1.63E-07,0.000192719,0.67,0.78,,
3358,HTR2C,-5.763966078,8.22E-09,--?---,1.63E-07,0.000193322,0.69,0.79,-0.6127,-0.4662
5901,RAN,-5.763864277,8.22E-09,------,1.63E-07,0.000193439,0.62,0.79,-0.6384,-0.4639
389172,,-5.762990062,8.26E-09,???--?,1.64E-07,0.000194444,0.84,0.85,,
55819,RNF130,5.762558295,8.28E-09,++++++,1.64E-07,0.000194942,1.49,1.22,0.5962,0.5014
9122,SLC16A4,5.760890273,8.37E-09,++?+++,1.66E-07,0.000196879,1.23,1.11,0.592,0.5331
80149,ZC3H12A,5.760683218,8.38E-09,???+++,1.66E-07,0.000197121,1.26,1.14,,
80145,THOC7,-5.758983569,8.46E-09,------,1.67E-07,0.000199115,0.66,0.85,-0.6777,-0.5409
79648,MCPH1,5.757966799,8.51E-09,-+?++-,1.68E-07,0.000200318,2.01,1.23,,
1296,COL8A2,5.757674309,8.53E-09,-+?++-,1.68E-07,0.000200665,1.45,1.19,0.6074,0.5174
29894,CPSF1,5.754255955,8.70E-09,???++?,1.72E-07,0.000204768,1.20,1.16,,
219928,MRGPRF,5.751038244,8.87E-09,???++?,1.75E-07,0.000208704,1.48,1.45,,0.5231
2918,GRM8,-5.750857866,8.88E-09,------,1.75E-07,0.000208927,0.74,0.85,-0.6309,-0.5377
64145,ZFYVE20,-5.750356698,8.91E-09,--?--+,1.75E-07,0.000209547,0.83,0.90,-0.6034,-0.4846
10190,TXNDC9,-5.749433214,8.95E-09,--?---,1.76E-07,0.000210695,0.42,0.75,-0.6266,-0.4852
140679,SLC32A1,-5.748600684,9.00E-09,------,1.77E-07,0.000211735,0.55,0.75,-0.7039,-0.5468
4008,LMO7,-5.748504567,9.00E-09,--?---,1.77E-07,0.000211855,0.61,0.85,,-0.485
359845,FAM101B,5.74759163,9.05E-09,++?+++,1.78E-07,0.000213002,1.85,1.27,,
8676,STX11,5.747174096,9.07E-09,?+?+++,1.78E-07,0.000213528,1.61,1.21,0.5929,
10231,RCAN2,-5.747014018,9.08E-09,--?---,1.78E-07,0.000213731,0.47,0.74,-0.6681,-0.567
5250,SLC25A3,-5.746499491,9.11E-09,--?---,1.78E-07,0.000214382,0.52,0.81,-0.6513,-0.5448
26157,GIMAP2,5.74453488,9.22E-09,?+?+++,1.80E-07,0.000216885,1.42,1.23,,0.529
152110,NEK10,-5.74343498,9.28E-09,???---,1.81E-07,0.0002183,0.77,0.87,-0.6661,-0.55
